VAR1,Date,Total_Volume,SQRT_AveragePrice,LOG_Large_Bags,LOG_Small_Bags,LOG_Total_Bags,LOG_XLarge_Bags,LOG__4046,LOG__4225,LOG__4770
11,2017-10-15,227947.46,0.6024859532,0.0014872352,0.0048715579,0.0038060101,0,0.0059349795,0.0009040764,0.0000679514
12,2017-10-08,328829.92,0.5659370084,0.0023993675,0.0061411103,0.0049527257,0,0.0091030246,0.0012024727,0.0000122131
13,2017-10-01,227535.41,0.674919265,0.0022344407,0.0045795662,0.0038242441,0,0.0057951227,0.0010308163,3.534341E-6
14,2017-09-24,205976.51,0.6696256988,0.0016799969,0.0033123245,0.0027847097,0,0.0056935412,0.001077685,7.4613719E-6
15,2017-09-17,219275.21,0.6480191553,0.0017779286,0.0034896459,0.0029419946,0.0002054009,0.0060047743,0.0012257159,0.0000424113
16,2017-09-10,217336.35,0.6480191553,0.0010401617,0.0044319571,0.0035985155,0.0080097449,0.0053966617,0.0011844556,0.0000644016
17,2017-09-03,227168.31,0.6341413339,0.0016177873,0.0041951103,0.0036214125,0.008586961,0.0056933777,0.0013051675,0.0001141647
18,2017-08-27,229748.3,0.6024859532,0.0008964687,0.00439025,0.0035145079,0.0075601089,0.0058594047,0.0013521214,0.0000741479
19,2017-08-20,226946.53,0.6024859532,0.0017642462,0.0045510258,0.0037886829,0.0043167298,0.0056247658,0.001222607,0.0000305952
20,2017-08-13,236698.78,0.5814450033,0.0017970809,0.0045449398,0.0038859051,0.0075321169,0.0057270878,0.0014917059,0.0000325587
21,2017-08-06,240983.48,0.5627841315,0.0018752434,0.0042378187,0.0039562394,0.0165740618,0.0056996789,0.0016664424,0.0000172789
22,2017-07-30,246036.68,0.584497229,0.0016570421,0.0041587191,0.0037779905,0.0145157818,0.0062481924,0.0014700239,0.0000161008
23,2017-07-23,262774.91,0.5814450033,0.002187907,0.0036703959,0.0035445157,0.0126919111,0.0068286109,0.0018579137,0.0000306305
24,2017-07-16,232912.36,0.5596134914,0.0016843574,0.0048149598,0.004266708,0.0154562064,0.0052899383,0.0014354776,0.0000153154
25,2017-07-09,267928.19,0.540198988,0.0009195126,0.005983349,0.0045188605,0.0039015594,0.006876503,0.0011337235,0.0000113727
26,2017-07-02,302052.69,0.5434829027,0.0008725857,0.0069406333,0.0051902712,0.0047016901,0.0077586694,0.0011731405,0.0000251328
27,2017-06-25,293079.22,0.5532176986,0.0014138756,0.0070273536,0.0053716808,0.0033747983,0.0073973975,0.0009648508,0.0000412136
28,2017-06-18,287734.91,0.5499919119,0.0007987337,0.005681161,0.0043116885,0.0052157259,0.0077947286,0.0012641194,0.0000616528
29,2017-06-11,312695,0.5596134914,0.0015711411,0.0057095043,0.0048175131,0.0142626593,0.0081889564,0.0015590896,0.0000738259
30,2017-06-04,256543.43,0.5783766705,0.0009286822,0.0039789511,0.0037292118,0.0245381472,0.0069453243,0.0012377149,0.0001170193
31,2017-05-28,293608.21,0.5814450033,0.0018275305,0.004134625,0.0041225305,0.0252630365,0.0080050824,0.0014895582,0.0001048468
32,2017-05-21,252110.25,0.5721906459,0.0018924165,0.0034867959,0.0035675954,0.0209057979,0.0068071878,0.0013267419,0.0001358314
33,2017-05-14,241194.43,0.5690724175,0.0018125136,0.003685067,0.0039391626,0.0297773295,0.006096817,0.001234911,0.0001365814
34,2017-05-07,423839.41,0.4543189342,0.0030069816,0.0064597429,0.0056182249,0.0093544423,0.0114263748,0.0025907093,0.0000867527
35,2017-04-30,301447.98,0.5596134914,0.0019195561,0.0045179513,0.0040947814,0.0142090499,0.0084550114,0.0013957997,0.0000985838
36,2017-04-23,227634.47,0.5690724175,0.0015451006,0.0038986953,0.0036472507,0.0173581887,0.0059103999,0.0010606553,0.0001182523
37,2017-04-16,268722.38,0.5434829027,0.0017276714,0.0044105362,0.0040511591,0.0172334824,0.0068433818,0.0016430348,0.0000946375
38,2017-04-09,235686.8,0.5659370084,0.001560916,0.0041747937,0.003824077,0.0167122197,0.0059060395,0.0012931849,0.000097822
39,2017-04-02,243155.13,0.5752919729,0.0017199562,0.0040088086,0.003697461,0.014673569,0.0060441221,0.0016262626,0.0000754201
40,2017-03-26,236515.28,0.5783766705,0.0018389066,0.0039728326,0.0038080665,0.0181555497,0.005837665,0.0014198887,0.0001397815
41,2017-03-19,231348.89,0.5596134914,0.0017207452,0.003825247,0.0034741374,0.0113098677,0.0057430576,0.0015936609,0.0001115456
42,2017-03-12,239083.77,0.5596134914,0.0017177185,0.0038285329,0.003496349,0.0120354516,0.0063875022,0.0012312097,0.0001064292
43,2017-03-05,254912.18,0.4955316351,0.0014914481,0.0041325714,0.0036141097,0.0111395927,0.0058900421,0.0024506983,0.0000722552
44,2017-02-26,307637.26,0.4383729217,0.0014058821,0.005197069,0.0044682515,0.016128261,0.0083288835,0.0014897806,0.0000550401
45,2017-02-19,220338.25,0.4882972084,0.0013688909,0.0040672323,0.0036943373,0.0167523264,0.0054215014,0.0012061867,0.0001136267
46,2017-02-12,276002.68,0.4045998858,0.0024209901,0.0044400528,0.0043945243,0.0213406028,0.0070120936,0.0014739906,0.0001740043
47,2017-02-05,633235.06,0.2459638604,0.0046018109,0.0088578231,0.007822662,0.0120354516,0.0174604071,0.0039047792,0.000157855
48,2017-01-29,344239.35,0.4342949455,0.0027106571,0.0058008848,0.0051003214,0.0102249891,0.0091175795,0.0017837408,0.0001240872
49,2017-01-22,267331.27,0.4697239289,0.0051444108,0.0041773211,0.0048213838,0.0145842552,0.00607859,0.0016964741,0.0001072028
50,2017-01-15,291083.26,0.4503853629,0.0029528914,0.0045105977,0.0043196764,0.0116144979,0.0075046966,0.0017403827,0.0000914647
51,2017-01-08,230884.67,0.4846394999,0.0023830526,0.0039075761,0.003872287,0.0163868497,0.0054420166,0.0015276793,0.0001240872
52,2017-01-01,318672.94,0.3628671904,0.0041945711,0.0051283943,0.0051590701,0.0132316584,0.0076818422,0.0020905574,0.0000950302
0,2017-12-31,1201219.44,0.5627841315,0.0136338177,0.0199222671,0.0177950862,0,0.0016114682,0.0391004083,0.0001748053
1,2017-12-24,1233461.89,0.5659370084,0.0043433916,0.0279643571,0.0206629352,3.6251938E-6,0.001611664,0.037917171,0.0004780868
2,2017-12-17,1181560.33,0.5875335986,0.0031727484,0.0342155624,0.0246799987,0.0000323,0.0015601515,0.0317973788,0.0002361961
3,2017-12-10,2390308.58,0.4991095273,0.0040362775,0.0302487347,0.0221651401,0.000035617,0.0021294532,0.0890289063,0.0006131469
4,2017-12-03,1191930,0.5875335986,0.0052626605,0.0342333241,0.0252957122,0,0.0018604173,0.0313865541,0.0002277431
5,2017-11-26,1210256,0.5905543569,0.0173061588,0.0275214496,0.0241378884,0,0.0017546887,0.0334490216,0.0002736781
6,2017-11-19,1335298,0.5752919729,0.0318379643,0.0329545226,0.0321746577,0.0000290012,0.0020671459,0.0314516461,0.0002787819
7,2017-11-12,1122350,0.6199529313,0.0058077982,0.0272210716,0.0205714032,0,0.0022688747,0.0320788684,0.0002787819
8,2017-11-05,1319642.14,0.5875335986,0.0106068146,0.0412679451,0.0317476103,0.0000430302,0.0027148856,0.0304204873,0.0002357917
9,2017-10-29,1217806.97,0.6341413339,0.0040774279,0.0244261301,0.018125121,0.0000288381,0.0032669386,0.0377841914,0.0003060041
10,2017-10-22,1253047.6,0.625666904,0.0041897427,0.027151159,0.0200525158,7.2141226E-6,0.0031354191,0.0378062892,0.0001930785
11,2017-10-15,1176751.31,0.6642899508,0.005758322,0.0235977865,0.0180383449,0,0.0033226513,0.0358787715,0.0002484063
12,2017-10-08,1105462.53,0.6669631606,0.003326578,0.0250933872,0.018369868,0,0.003311686,0.0322045107,0.0003424589
13,2017-10-01,1201890.84,0.6616059401,0.0056813058,0.0278186973,0.0209502578,0,0.0036553286,0.0339969723,0.0002148534
14,2017-09-24,1178504.26,0.6562049849,0.0039244331,0.0266933502,0.0196568859,7.2141226E-6,0.0033884877,0.034385143,0.0002352342
15,2017-09-17,1154925.12,0.6452674692,0.0060705614,0.0261869594,0.0199287427,0,0.0031366455,0.0332983201,0.0001602659
16,2017-09-10,1150959.1,0.6452674692,0.006196379,0.0262710638,0.0200772494,0.0019114802,0.003340752,0.0327410312,0.0002516021
17,2017-09-03,1077993.21,0.6956908546,0.001607636,0.0265634988,0.0191493873,0.009113984,0.0031683052,0.0303470576,0.0002033535
18,2017-08-27,1100987.66,0.6982438571,0.0023741057,0.0264571082,0.0197795859,0.0260668721,0.0032221125,0.0307797706,0.000276018
19,2017-08-20,1057188.97,0.6827826673,0.0035595474,0.0278415888,0.0205412573,0.0068390284,0.0031651639,0.028053562,0.0002435536
20,2017-08-13,1267239.35,0.6369410885,0.0086253632,0.0339935648,0.026268731,0.0059575456,0.0028112422,0.0329782334,0.0004800062
21,2017-08-06,1277419.69,0.6313291633,0.0043290687,0.0264189168,0.0201312639,0.0194351831,0.0026244247,0.0393352949,0.0009546662
22,2017-07-30,1306226.34,0.6199529313,0.0030800205,0.0267162086,0.0195698731,0.0050928683,0.0027705081,0.0409848796,0.0015106362
23,2017-07-23,1306877.98,0.6285044102,0.003719514,0.0280587769,0.0209179068,0.0131955245,0.0027897259,0.0397791468,0.0012215212
24,2017-07-16,1327763.45,0.6341413339,0.0023717577,0.0271955419,0.0201107817,0.0197009513,0.0031366244,0.0411235698,0.0013296756
25,2017-07-09,1442667.56,0.6507592062,0.007476424,0.0362918947,0.0282816122,0.0323377898,0.0036412149,0.0383556417,0.001398372
26,2017-07-02,1304560.72,0.674919265,0.0384172438,0.0199994149,0.0260623256,0.0306664273,0.0024892492,0.0351900035,0.0012344568
27,2017-06-25,1521598.08,0.6054321124,0.0218808952,0.0192701168,0.020614413,0.0295904791,0.0023572304,0.0505190319,0.0014484648
28,2017-06-18,1242160.85,0.700787559,0.0196916732,0.0214633045,0.0213321351,0.0243391174,0.0024474817,0.0366948961,0.0014129954
29,2017-06-11,1374185.78,0.6801716342,0.0400594774,0.0238338412,0.0286697091,0.0123716932,0.0023843652,0.0361443877,0.0011777753
30,2017-06-04,1335461.36,0.7033220612,0.0156199774,0.0254596065,0.0227390459,0.0186730898,0.0022723794,0.0399746394,0.0012823536
31,2017-05-28,1451146.59,0.6827826673,0.0307907962,0.0274258582,0.0289854299,0.0334346287,0.0023215562,0.0394847668,0.0016023
32,2017-05-21,1298242.54,0.6956908546,0.012240866,0.0259845817,0.0216333922,0.0016028659,0.0023771009,0.0391400714,0.0013089602
33,2017-05-14,1387420.96,0.6827826673,0.0124102366,0.0327691098,0.0272042575,0.0303172206,0.0022556131,0.0382273188,0.0016133761
34,2017-05-07,1746824.6,0.6562049849,0.0520080061,0.0331527453,0.0387806904,0.0172141871,0.0024949315,0.0439765926,0.0014262382
35,2017-04-30,1228100.25,0.7058474627,0.0077548468,0.0232436562,0.0188704783,0.017567981,0.0021101328,0.0387243733,0.0010783093
36,2017-04-23,1247609.13,0.6642899508,0.0072970331,0.0230982262,0.0184531736,0.0111238184,0.0020000079,0.040140257,0.0011198001
37,2017-04-16,1222890.71,0.6853837536,0.0097024946,0.0250817119,0.0206242483,0.0143817869,0.0017122054,0.0371747621,0.0019224694
38,2017-04-09,1277721.97,0.6827826673,0.0089065269,0.029967135,0.0235375965,0.0055547186,0.0016582711,0.0371945078,0.001114583
39,2017-04-02,1221327.78,0.6801716342,0.0084492663,0.0251517744,0.0199137677,0.000392659,0.0015876951,0.037932554,0.0016141799
40,2017-03-26,1154893.52,0.674919265,0.0086237372,0.0244243817,0.0198918293,0.0157481749,0.0012501161,0.0344281237,0.0078945102
41,2017-03-19,1155875.16,0.6696256988,0.0071007279,0.0248476628,0.0196288079,0.0117702535,0.0007342385,0.0353980563,0.0068665341
42,2017-03-12,1163703.37,0.6853837536,0.0086657359,0.0241268016,0.0193828921,0.0045939436,0.0007396602,0.0362264546,0.0049093508
43,2017-03-05,1465568.77,0.5814450033,0.0058196975,0.0220069042,0.0171210757,0.006046336,0.0013726416,0.0507181399,0.0135639874
44,2017-02-26,1241381.61,0.6285044102,0.0114521582,0.0199080242,0.0174694655,0.0115492252,0.0016360106,0.0409490581,0.0027766753
45,2017-02-19,1052132.16,0.5467470936,0.0072083238,0.0211748242,0.0168061661,0.0009551465,0.004732193,0.0293258588,0.0026293383
46,2017-02-12,1955395.44,0.5166274427,0.0110274434,0.0294630496,0.023980011,0.0118013516,0.0128695257,0.0559203878,0.0052044376
47,2017-02-05,2544483.08,0.5335705285,0.0087281361,0.0214692519,0.0178159962,0.0137625152,0.0075457122,0.0817755287,0.1041909071
48,2017-01-29,1270564.47,0.6199529313,0.0089353796,0.0211116244,0.0174917153,0.0089231782,0.0007843029,0.0391080082,0.0364180075
49,2017-01-22,1721917.04,0.6083640042,0.0063336396,0.0213171838,0.0168968801,0.0097485798,0.0006879678,0.0555630815,0.0779867887
50,2017-01-15,1384264.04,0.5783766705,0.0067719587,0.0203452337,0.0161724864,0.0034317012,0.000628621,0.0474968494,0.0226578679
51,2017-01-08,1532074.69,0.5499919119,0.0071124903,0.0191269392,0.0153402114,0.0003388082,0.0008168231,0.0573178449,0.0025114218
52,2017-01-01,940983.17,0.5965499863,0.0053509443,0.0154578686,0.0122865225,0.0005573823,0.0004615035,0.0321197496,0.0089156235
0,2017-12-31,3652549.7,0.5564247846,0.0367311252,0.0480017529,0.0440337045,6.2897028E-6,0.0103223064,0.1168360277,0.0029068361
1,2017-12-24,3489057.04,0.5752919729,0.0278093768,0.0641753071,0.052703923,0.000050389,0.0081693859,0.1041842069,0.0024711874
2,2017-12-17,3504253.8,0.5690724175,0.0276929488,0.0684908348,0.0556881225,0.0000405833,0.0098174256,0.1003092417,0.0041171486
3,2017-12-10,5543004.84,0.5096925317,0.0294593131,0.0692829517,0.0567497553,0.0000468184,0.0103076232,0.1853284904,0.0031580956
4,2017-12-03,4030251,0.5596134914,0.0237328645,0.0717384961,0.0568282649,3.6251938E-6,0.00959551,0.1226689261,0.002558341
5,2017-11-26,3269460,0.5752919729,0.0506091709,0.0594894207,0.0560703931,0,0.009110872,0.0904146088,0.0027134429
6,2017-11-19,3680754,0.5752919729,0.0761026428,0.0698150974,0.0707393732,0.0000253761,0.0084200987,0.0959343286,0.0028418929
7,2017-11-12,3925104,0.5690724175,0.0293557659,0.0629293993,0.0522778815,0,0.0102443028,0.1212204345,0.005118749
8,2017-11-05,3492828.1,0.5995253164,0.0384571364,0.0775298579,0.0651078032,0.0001703518,0.0100115882,0.0912174384,0.0021921581
9,2017-10-29,3430235.17,0.6199529313,0.0284492861,0.0558382296,0.0470698648,0.0000374476,0.0109953179,0.1037887072,0.0024725311
10,2017-10-22,3380058.07,0.617076104,0.015386738,0.0607665545,0.0467519211,6.2353251E-6,0.0126417133,0.1001953123,0.002411963
11,2017-10-15,3251117.56,0.6480191553,0.0211442685,0.0512463883,0.0417527037,0,0.01322011,0.0983779131,0.0024326281
12,2017-10-08,3065336.1,0.6507592062,0.0286840797,0.0536004615,0.045577867,0,0.0127156711,0.0871798122,0.0024117123
13,2017-10-01,3438536.39,0.6452674692,0.0306661634,0.0577215732,0.0490238833,0,0.013272524,0.1000700091,0.0026490903
14,2017-09-24,3424954.07,0.6397285901,0.0264063647,0.0567662978,0.047128625,0.0001472448,0.0115764249,0.1028895168,0.0026957993
15,2017-09-17,3350043.59,0.625666904,0.0289935423,0.059808267,0.0500731983,0.0028899444,0.0111855558,0.0973817801,0.0022318669
16,2017-09-10,3536857.97,0.6452674692,0.0226182412,0.0611668535,0.0502548082,0.0415264584,0.0115638334,0.1050462446,0.0025473498
17,2017-09-03,3330799.31,0.6827826673,0.0184729564,0.0596451307,0.0482226441,0.0492844977,0.0117799665,0.0975380003,0.0027067771
18,2017-08-27,3374546.02,0.6696256988,0.022576674,0.0645721444,0.052496076,0.0370242618,0.0107777432,0.0966218112,0.0028636377
19,2017-08-20,3417507.87,0.6642899508,0.0276901868,0.0659373248,0.0554083693,0.0544339184,0.0102099056,0.0964362786,0.0031172491
20,2017-08-13,4323440.02,0.6112818339,0.033436424,0.0726100696,0.0616683744,0.0526912318,0.0102851632,0.1300168256,0.0053678675
21,2017-08-06,4132666.26,0.6199529313,0.0284836882,0.0645078069,0.0546628611,0.0552844263,0.0099690842,0.1282759816,0.0057131985
22,2017-07-30,4018833.97,0.6112818339,0.0205942595,0.0673131101,0.0535565227,0.0265954437,0.0101758688,0.124114023,0.0059861491
23,2017-07-23,4222039.27,0.6024859532,0.0258864896,0.0641762187,0.0536041971,0.0524428958,0.0103169233,0.1323557539,0.0087900573
24,2017-07-16,4180237.98,0.6141858019,0.0238791284,0.0615769576,0.0515083023,0.062747701,0.0116565545,0.1307260596,0.0119924885
25,2017-07-09,4406341.73,0.6369410885,0.0241906804,0.0744239571,0.0620526551,0.113099595,0.0126524435,0.1303868794,0.0100020573
26,2017-07-02,4035234.26,0.6507592062,0.0603320576,0.0554159735,0.0587943738,0.0947989041,0.0105959669,0.1187224633,0.0153210687
27,2017-06-25,4121661.3,0.625666904,0.0369194939,0.0500487422,0.0480672597,0.0899684177,0.0101780119,0.132909095,0.0098569283
28,2017-06-18,3945270.4,0.6642899508,0.0359667769,0.0556315103,0.0512780217,0.0770354691,0.0103734086,0.1225307957,0.0079663569
29,2017-06-11,4060850.93,0.6642899508,0.0594323207,0.0565505049,0.0585598614,0.0690576819,0.0107941015,0.1209563401,0.0053435912
30,2017-06-04,4096560.83,0.6801716342,0.0308990588,0.066704584,0.0563743201,0.0369762259,0.0105660977,0.1246933576,0.0050701955
31,2017-05-28,4529672.68,0.6722776922,0.0483199927,0.0767304077,0.0685848092,0.0439044385,0.0115953043,0.131416221,0.0055438303
32,2017-05-21,4110305.09,0.6589109963,0.027645219,0.0687028035,0.0559535424,0.0048850959,0.013195737,0.1229494596,0.0059484629
33,2017-05-14,4163120.72,0.6616059401,0.0279907349,0.0862025621,0.069141063,0.0348277824,0.0103098779,0.116326587,0.0059699178
34,2017-05-07,5262336.16,0.6228164705,0.1060921109,0.0907932646,0.0947365343,0.0230789261,0.0133524145,0.1371456846,0.0087770206
35,2017-04-30,4289149.75,0.6425039984,0.0316953755,0.0710960273,0.0591806507,0.0192327523,0.0125325095,0.1285009365,0.005571101
36,2017-04-23,3846196.3,0.6397285901,0.0429342289,0.0645180867,0.0576214293,0.0111568008,0.0106784807,0.1126362912,0.0048311406
37,2017-04-16,4043204.76,0.6562049849,0.0343804338,0.0734331472,0.0615388726,0.0175085995,0.0097409236,0.1185626698,0.0055401945
38,2017-04-09,4313430.98,0.6425039984,0.0415566817,0.0777853954,0.0663331764,0.0059624105,0.0096824317,0.1260928225,0.0048960641
39,2017-04-02,3988654.48,0.6480191553,0.0413548287,0.0698007973,0.0605517164,0.000392659,0.0102866241,0.1165168461,0.0056746742
40,2017-03-26,3977196.18,0.625666904,0.0303828632,0.0718565415,0.0593100749,0.0182900188,0.008825252,0.1176848877,0.0137472371
41,2017-03-19,3768359.35,0.6397285901,0.0331133259,0.0658320837,0.055712331,0.0119279909,0.0077323065,0.1131027517,0.0119347915
42,2017-03-12,3779295.69,0.6425039984,0.0472744061,0.0617467286,0.0568156801,0.0057910784,0.0072751951,0.1131559197,0.0109952007
43,2017-03-05,4468555.34,0.5659370084,0.0098908815,0.0635339238,0.0472939126,0.0061889643,0.0104014926,0.1464491881,0.0248114562
44,2017-02-26,3980574.14,0.5935597419,0.0173587942,0.0616998604,0.0482995935,0.012072684,0.0090272013,0.1278119759,0.0096567149
45,2017-02-19,3526205.21,0.5721906459,0.0130572254,0.0614316504,0.0466046726,0.0019287392,0.0140180833,0.1047030081,0.0083422243
46,2017-02-12,5367769.78,0.5166274427,0.0192620108,0.077539397,0.0600368201,0.0150510284,0.0318548997,0.1531482784,0.0175373605
47,2017-02-05,6724196.61,0.5302252258,0.0147161964,0.0681245931,0.0522669692,0.0199608388,0.0270923356,0.2060587559,0.1376900884
48,2017-01-29,4155042.11,0.5814450033,0.0126919215,0.0712306063,0.0537040466,0.0137579026,0.0088007852,0.1262246917,0.0501971324
49,2017-01-22,5007356.22,0.5814450033,0.0119425937,0.070584573,0.0530638577,0.0147198662,0.0090506426,0.154736109,0.1180440097
50,2017-01-15,4250958.55,0.5721906459,0.011300929,0.0699479219,0.0521521337,0.004373525,0.0089016188,0.1330767762,0.0372733094
51,2017-01-08,4691937.5,0.5368949876,0.010215619,0.0638173671,0.0474262316,0.0003508397,0.0089189438,0.1585846707,0.0114635147
52,2017-01-01,3513388.32,0.5690724175,0.0086236418,0.0481055905,0.0359743286,0.0008671525,0.0076581485,0.1191062972,0.0154341395
0,2017-12-31,513318.77,0.4955316351,0.0047671239,0.001208238,0.0022433893,0,0.0005299265,0.0220215971,0.0007685861
1,2017-12-24,347811.65,0.5721906459,0.0108631103,0.001813485,0.0044684005,0,0.0003774009,0.0121932506,0.0005241987
2,2017-12-17,394608.36,0.540198988,0.0105589785,0.0013467533,0.004056444,0,0.0003775608,0.0147567337,0.0011599124
3,2017-12-10,364577.18,0.5499919119,0.0096176577,0.0024789783,0.0045573133,0,0.0004154233,0.0128776878,0.0005173496
4,2017-12-03,636106,0.4846394999,0.003763435,0.0015414813,0.0021765233,0,0.0006756976,0.0277959629,0.0006045833
5,2017-11-26,270865,0.5875335986,0.0061851341,0.0011855122,0.002647586,0,0.0003375762,0.0102293824,0.0005300116
6,2017-11-19,311603,0.5721906459,0.0095001193,0.0012502093,0.0036753984,0,0.0003715078,0.0111987375,0.000504499
7,2017-11-12,681570,0.4503853629,0.009514668,0.001179393,0.0036309632,0,0.0008397951,0.0283248631,0.0015209683
8,2017-11-05,288593.62,0.617076104,0.0051339856,0.0013680765,0.0024622837,0,0.0004375994,0.0111569616,0.0004749467
9,2017-10-29,304167.22,0.6141858019,0.0039015384,0.0024470456,0.002842664,0,0.0004464067,0.0115378754,0.0005133971
10,2017-10-22,300976.46,0.6199529313,0.0040077672,0.0019320777,0.0025184552,0,0.0005713031,0.0115432458,0.0005737584
11,2017-10-15,298364.19,0.6369410885,0.0039834499,0.001287302,0.002066103,0,0.0005404619,0.0118700381,0.0006148698
12,2017-10-08,267322.07,0.6452674692,0.0059150049,0.0011191011,0.0025217483,0,0.0006042732,0.0098849547,0.0005122078
13,2017-10-01,290521.98,0.6534877683,0.0067555917,0.0015212121,0.0030481839,0,0.0005379337,0.0105786383,0.0005656968
14,2017-09-24,296892.52,0.6507592062,0.0066013055,0.0010034541,0.0026453183,0,0.000473804,0.0113317868,0.000593025
15,2017-09-17,281832.66,0.6397285901,0.0053720005,0.0014098569,0.0025670654,0.0001933314,0.0007551826,0.0103835445,0.0004672572
16,2017-09-10,312541.08,0.6801716342,0.0062863927,0.0014745335,0.0030131905,0.0047858838,0.0010319171,0.0111275678,0.0006032881
17,2017-09-03,288210.32,0.7158599835,0.0049069871,0.001251704,0.0024366548,0.0042806514,0.0010553485,0.010461994,0.0006457131
18,2017-08-27,277558.13,0.7033220612,0.0072287369,0.0014704214,0.0032022518,0.0017204893,0.000515599,0.0098201163,0.0006586443
19,2017-08-20,322962.89,0.700787559,0.0080255393,0.0017126296,0.0037364762,0.0063180635,0.0002476366,0.0117701775,0.0009583541
20,2017-08-13,554390.58,0.5335705285,0.0068263151,0.001469941,0.003272697,0.0083812795,0.0003953717,0.0230289062,0.0019637449
21,2017-08-06,462412.85,0.6397285901,0.0096147171,0.0016469241,0.0041367384,0.0054110443,0.0003480833,0.0178885249,0.0018455696
22,2017-07-30,412937.73,0.6285044102,0.0070448412,0.001363382,0.0031138884,0.0031248748,0.0003218526,0.0165152502,0.0016922619
23,2017-07-23,464876.48,0.5783766705,0.0086425439,0.0007830302,0.0032802497,0.0063720976,0.0003204047,0.0187509054,0.0025383757
24,2017-07-16,490940.46,0.5814450033,0.0081083555,0.0009395181,0.0032031311,0.005445117,0.0005301322,0.0195822134,0.0046686548
25,2017-07-09,486214.04,0.6083640042,0.0064238025,0.0016494377,0.0033061693,0.0093903561,0.0005479755,0.0192400504,0.0046711642
26,2017-07-02,432564.12,0.6341413339,0.006316904,0.0022079703,0.0036351163,0.0085280682,0.000412501,0.0160023496,0.0087645054
27,2017-06-25,359321.55,0.6480191553,0.0058927364,0.0021506412,0.0034219287,0.0068462654,0.0003933091,0.013149845,0.0050941229
28,2017-06-18,420089.07,0.6199529313,0.006989573,0.0023567466,0.0038821377,0.0066122077,0.0004243447,0.0158779418,0.0029236772
29,2017-06-11,406486.08,0.6480191553,0.0064502652,0.0020107855,0.0034963012,0.007050265,0.0004172573,0.0158321589,0.000969041
30,2017-06-04,401637.7,0.6589109963,0.0063418544,0.0023566803,0.0035592656,0.0020129858,0.0003608801,0.0156191989,0.0008272919
31,2017-05-28,445049.68,0.6589109963,0.0056236584,0.0031179858,0.0038568865,0.0014731565,0.0004638485,0.0173036141,0.0009169939
32,2017-05-21,393289.53,0.625666904,0.0055825159,0.0025506051,0.003415836,0.0001631207,0.0004455344,0.0152551959,0.0008592194
33,2017-05-14,391189.88,0.6228164705,0.0076905154,0.0031096298,0.0044210009,0,0.0003323273,0.014315956,0.0010316934
34,2017-05-07,544200.61,0.5302252258,0.0267116571,0.0030922302,0.0100824325,0.0000704895,0.0003872583,0.016231745,0.0016050602
35,2017-04-30,407790.12,0.5814450033,0.0101843853,0.0030847938,0.0051431462,0,0.0004012224,0.014396105,0.0007613776
36,2017-04-23,404739.65,0.5783766705,0.0159854559,0.0031153775,0.0068888853,0,0.0005540337,0.0124267842,0.0008811721
37,2017-04-16,417480.41,0.6024859532,0.00763015,0.0034153716,0.0046140916,0,0.0004907017,0.0152443117,0.000891393
38,2017-04-09,515775.3,0.5627841315,0.0052287357,0.0037932545,0.0041647104,4.0239643E-6,0.0006294585,0.0202271715,0.0009126545
39,2017-04-02,422201.67,0.5995253164,0.012447654,0.0027339785,0.005573493,0,0.0005653615,0.0144747646,0.0010207442
40,2017-03-26,416769.78,0.5783766705,0.0105023296,0.0032681824,0.0053915178,0.0009737983,0.000463831,0.0145032523,0.0009546818
41,2017-03-19,380612.68,0.5935597419,0.0101164244,0.0033572248,0.0053108256,0,0.0003484402,0.012959421,0.0009860992
42,2017-03-12,397861.17,0.5875335986,0.0149621136,0.0020292873,0.0058364984,0,0.0003896106,0.0132387072,0.0010953146
43,2017-03-05,384828.85,0.5783766705,0,0.0039114177,0.0027039684,0,0.0004139883,0.015449256,0.0016657948
44,2017-02-26,434201.49,0.5368949876,0,0.0042053008,0.002907262,0,0.0004225366,0.017579861,0.0020137467
45,2017-02-19,375322.2,0.5752919729,6.6444038E-7,0.0050118519,0.0034654838,0,0.0003873506,0.0143510743,0.0013202553
46,2017-02-12,501364.8,0.4955316351,6.5394922E-7,0.0041789906,0.0028892537,0,0.0005937587,0.0205131865,0.0029599662
47,2017-02-05,701706,0.4955316351,0,0.0036188313,0.0025015901,0,0.0010178098,0.0300765711,0.0019554202
48,2017-01-29,423387.02,0.5234704885,0,0.0041173287,0.0028464054,0,0.0006989057,0.0168873562,0.001426148
49,2017-01-22,502345.31,0.5096925317,5.8225962E-7,0.0040850956,0.0028242793,0,0.000729898,0.0203846953,0.0036759036
50,2017-01-15,421262.96,0.5368949876,0,0.0053089256,0.0036708588,0,0.0005889022,0.0160040895,0.0024984206
51,2017-01-08,425000.71,0.5166274427,0,0.004266191,0.0029493852,0,0.0005911323,0.016896112,0.0021644072
52,2017-01-01,476239.03,0.4882972084,0,0.0027953033,0.0019320641,0,0.0009082977,0.0200602953,0.0013002261
0,2017-12-31,461913.85,0.5061894487,0.0089709084,0.0042139571,0.005562195,0,0.0137256931,0.001896877,0.0002612445
1,2017-12-24,292291.1,0.5814450033,0.0053746336,0.0045462703,0.0047278061,0,0.0078163905,0.0010366762,0.00030622
